License Number,Street Number,Street Name,City,State,Zip Code,Square Footage
709631,450,LINCOLN  RD                  ,BROOKLYN          ,NY,11225,800
611488,644,BUSHWICK AVE                 ,BROOKLYN          ,NY,11221,2000
615869,529,EMPIRE BLVD                  ,BROOKLYN          ,NY,11225,3000
618361,31,MARCUS GARVEY BLVD            ,BROOKLYN          ,NY,11206,1500
610820,1625,CORTELYOU RD                ,BROOKLYN          ,NY,11226,2000
615080,3342,NOSTRAND AVE          ,BROOKLYN          ,NY,11229,1500
618775,223,NEPTUNE AVE                  ,BROOKLYN          ,NY,11235,1500
617719,222,LIVINGSTON ST                ,BROOKLYN          ,NY,11201,5400
614609,52,ARLINGTON AVE                 ,BROOKLYN          ,NY,11207,5000
618844,4824,6TH AVE                     ,BROOKLYN          ,NY,11220,1600
613097,5624,8TH AVE                     ,BROOKLYN          ,NY,11220,900
709593,567,EUCLID AVE                   ,BROOKLYN          ,NY,11208,800
619433,344,UTICA AVE                    ,BROOKLYN          ,NY,11213,1000
616553,645,DECATUR ST                   ,BROOKLYN          ,NY,11233,1800
615538,954,MCDONALD AVE                 ,BROOKLYN          ,NY,11230,600
610343,205,WILSON ST                    ,BROOKLYN          ,NY,11211,520
709372,455A,MYRTLE AVE                  ,BROOKLYN          ,NY,11205,5000
670158,744,FRANKLIN AVE                 ,BROOKLYN          ,NY,11238,2800
612949,236,HOWARD AVE                   ,BROOKLYN          ,NY,11233,2000
615735,5001,CHURCH AVE                  ,BROOKLYN          ,NY,11203,4000
612884,304,DITMAS AVE                   ,BROOKLYN          ,NY,11218,1000
610625,4227,18TH AVE                    ,BROOKLYN          ,NY,11218,800
670155,994,BEDFORD AVE                  ,BROOKLYN          ,NY,11205,2000
617152,1254,BROADWAY                    ,BROOKLYN          ,NY,11221,800
710469,1690,EAST 16TH ST                ,BROOKLYN          ,NY,11229,1000
611472,439,5TH AVE                      ,BROOKLYN          ,NY,11215,1000
612975,139,PATCHEN AVE                  ,BROOKLYN          ,NY,11221,1200
611413,168,FLUSHING AVE                 ,BROOKLYN          ,NY,11205,500
617315,4422,4TH AVE                     ,BROOKLYN          ,NY,11220,800
670043,1081,BRIGHTON BEACH AVE          ,BROOKLYN          ,NY,11235,2500
703382,1305,MYRTLE AVE                  ,BROOKLYN          ,NY,11221,7000
670146,109,PARK AVE                     ,BROOKLYN          ,NY,11205,2500
619494,8430,NEW UTRECHT AVE         ,BROOKLYN          ,NY,11214,6000
615706,2923,FT HAMILTON PKWY            ,BROOKLYN          ,NY,11218,900
672269,525,KINGS HWY                    ,BROOKLYN          ,NY,11223,0
615408,382,METROPOLITAN AVE             ,BROOKLYN          ,NY,11211,0
615063,2271-2277,86TH ST                ,BROOKLYN          ,NY,11214,3000
616195,404,GRAHAM AVE                   ,BROOKLYN          ,NY,11211,1500
614668,6201,AVENUE U            ,BROOKLYN          ,NY,11234,1500
610524,44,COURT ST                      ,BROOKLYN          ,NY,11201,15000
617251,413,LEFFERTS AVE                 ,BROOKLYN          ,NY,11225,1000
610526,1827A,FLATBUSH AVE               ,BROOKLYN          ,NY,11210,1600
709896,6902,13TH AVE                    ,BROOKLYN          ,NY,11228,2000
709535,1874,FULTON ST                   ,BROOKLYN          ,NY,11233,1500
710473,2724,AVENUE U                    ,BROOKLYN          ,NY,11229,1800
617816,7019,3RD AVE                     ,BROOKLYN          ,NY,11209,1000
617061,1014,MANHATTAN AVE               ,BROOKLYN          ,NY,11222,2000
613520,1970,RALPH AVE               ,BROOKLYN          ,NY,11234,2000
617121,101,NASSAU AVE                   ,BROOKLYN          ,NY,11222,1200
613863,139,ST NICHOLAS AVE              ,BROOKLYN          ,NY,11237,2600
610516,4915,FLATLANDS AVE               ,BROOKLYN          ,NY,11234,4720
616784,9501,CHURCH AVE                  ,BROOKLYN          ,NY,11212,1700
618622,6903,NEW UTRECHT AVE             ,BROOKLYN          ,NY,11228,3000
703559,1695A,BROADWAY                   ,BROOKLYN          ,NY,11207,1500
614729,313,NOSTRAND AVE                 ,BROOKLYN          ,NY,11216,3000
616173,6201,18TH AVE                    ,BROOKLYN          ,NY,11204,1200
616499,10,HARRISON AVE                  ,BROOKLYN          ,NY,11211,1500
616105,1488,FLATBUSH AVE                ,BROOKLYN          ,NY,11210,1500
619592,7917,7TH AVE                     ,BROOKLYN          ,NY,11228,1000
614165,684,FRANKLIN AVE                 ,BROOKLYN          ,NY,11238,1600
613843,160,DRIGGS AVE                   ,BROOKLYN          ,NY,11222,0
619275,256,MCGUINNESS BLVD              ,BROOKLYN          ,NY,11222,1000
613208,100-06,4TH AVE                   ,BROOKLYN          ,NY,11209,1000
614817,192,CLYMER ST                    ,BROOKLYN          ,NY,11211,5000
612922,167,FORBELL ST                   ,BROOKLYN          ,NY,11208,2000
613382,209,WILSON AVE                   ,BROOKLYN          ,NY,11237,1500
615499,1940,NOSTRAND AVE                ,BROOKLYN          ,NY,11210,2000
615502,5824,5TH AVE                     ,BROOKLYN          ,NY,11220,2000
615803,949,CONEY ISLAND                 ,BROOKLYN          ,NY,11230,2500
618272,2578-80,PITKIN AVE               ,BROOKLYN          ,NY,11208,6000
614264,91,TILLARY ST                    ,BROOKLYN          ,NY,11201,6000
670159,1818,CATON AVE                   ,BROOKLYN          ,NY,11226,600
616443,1303,FULTON ST                   ,BROOKLYN          ,NY,11216,3600
619778,1293,BUSHWICK AVE                ,BROOKLYN          ,NY,11207,500
614619,567,JEFFERSON AVE                ,BROOKLYN          ,NY,11221,800
616669,4212,AVENUE D                    ,BROOKLYN          ,NY,11203,6000
619438,2326,NOSTRAND AVE                ,BROOKLYN          ,NY,11210,18000
615555,7924,FLATLANDS AVE               ,BROOKLYN          ,NY,11236,10000
616495,310,MARCY AVE                    ,BROOKLYN          ,NY,11211,1000
619963,4503,FT HAMILTON PKWY            ,BROOKLYN          ,NY,11219,2000
611200,5923,4TH AVE                     ,BROOKLYN          ,NY,11220,1000
610769,6504,6TH AVE                     ,BROOKLYN          ,NY,11220,1500
709771,162,WILLIAMSBURG ST EAST         ,BROOKLYN          ,NY,11211,800
615671,1932,KINGS HWY                   ,BROOKLYN          ,NY,11229,700
614057,156,UNION ST                     ,BROOKLYN          ,NY,11231,1000
613755,82A,E 18TH ST                    ,BROOKLYN          ,NY,11226,400
615251,500,ROCKAWAY AVE                 ,BROOKLYN          ,NY,11212,18000
614288,305,THROOP AVE                   ,BROOKLYN          ,NY,11206,1500
617526,5401,FLATLANDS AVE               ,BROOKLYN          ,NY,11234,2000
619995,7501,13TH AVE                    ,BROOKLYN          ,NY,11228,1500
618711,593,METROPOLITAN AVE             ,BROOKLYN          ,NY,11211,1000
615055,4824,16TH AVE                    ,BROOKLYN          ,NY,11204,2000
614132,5522,13TH AVE                    ,BROOKLYN          ,NY,11219,1900
616710,1403,FOSTER AVE                  ,BROOKLYN          ,NY,11230,800
614703,456,BUSHWICK AVE                 ,BROOKLYN          ,NY,11206,1500
615282,37,LEE AVE                       ,BROOKLYN          ,NY,11211,800
611650,98,1/2 LEWIS AVE                 ,BROOKLYN          ,NY,11206,1600
610087,357,MYRTLE AVE                   ,BROOKLYN          ,NY,11205,3000
618856,759,DEKALB AVE                   ,BROOKLYN          ,NY,11216,2000
616766,3185,FULTON ST                   ,BROOKLYN          ,NY,11208,2000
702333,7626,5TH AVE                     ,BROOKLYN          ,NY,11209,1000
613907,233,S 3RD ST                     ,BROOKLYN          ,NY,11211,1000
614151,104,JAY ST                       ,BROOKLYN          ,NY,11201,2700
670184,549,NEW YORK AVE                 ,BROOKLYN          ,NY,11225,800
612528,5716,AVENUE U                    ,BROOKLYN          ,NY,11234,10000
611898,7201,3RD AVE                     ,BROOKLYN          ,NY,11209,1200
612267,416,86TH ST                      ,BROOKLYN          ,NY,11209,0
610176,727,AVENUE U                     ,BROOKYLN          ,NY,11223,1200
612080,630,LIBERTY AVE                  ,BROOKLYN          ,NY,11207,1200
615613,4702,CLARENDON RD                ,BROOKLYN          ,NY,11203,0
619790,90,BUSHWICK AVE                  ,BROOKLYN          ,NY,11211,1200
616004,1422,FLATBUSH AVE                ,BROOKLYN          ,NY,11210,2000
610571,764,ROGERS AVE               ,BROOKLYN          ,NY,11226,500
610573,230,DEKALB AVE                   ,BROOKLYN          ,NY,11205,2000
615226,1741,FULTON ST                   ,BROOKLYN          ,NY,11233,4000
618048,2220,FLATBUSH AVE                ,BROOKLYN          ,NY,11234,2500
670217,492,ST MARKS AVE                 ,BROOKLYN          ,NY,11238,17000
616528,1610,BUSHWICK AVE            ,BROOKLYN          ,NY,11207,1000
616649,592,ALBANY AVE               ,BROOKLYN          ,NY,11203,1600
614886,3601,AVENUE S                    ,BROOKLYN          ,NY,11234,1000
617692,379,MYRTLE AVE                   ,BROOKLYN          ,NY,11205,5000
613613,5024,16TH AVE                    ,BROOKLYN          ,NY,11204,2000
615064,2640,NOSTRAND AVE                ,BROOKLYN          ,NY,11210,8000
610171,892,DEKALB AVE                   ,BROOKLYN          ,NY,11221,1500
613351,1675-77,BEDFORD AVE              ,BROOKLYN          ,NY,11225,1800
613111,1726,JEROME AVE                  ,BROOKLYN          ,NY,11235,900
612140,5013,5TH AVE                     ,BROOKLYN          ,NY,11220,4000
614861,292,BROADWAY                     ,BROOKLYN          ,NY,11211,600
613943,52,WASHINGTON AVE                ,BROOKLYN          ,NY,11205,7000
619555,127,CHURCH AVE                   ,BROOKLYN          ,NY,11218,1500
618463,741,LINDEN BLVD STORE #1         ,BROOKLYN          ,NY,11203,0
616822,4206,AVENUE D                    ,BROOKLYN          ,NY,11203,2100
615012,7205-7207,18TH AVE               ,BROOKLYN          ,NY,11204,6000
616360,8104,15TH AVE                    ,BROOKLYN          ,NY,11228,1000
670401,300,BROADWAY                     ,BROOKLYN          ,NY,11211,800
618811,1060,FLATBUSH AVE                ,BROOKLYN          ,NY,11226,700
617482,357,COURT ST                     ,BROOKLYN          ,NY,11231,1200
709418,3147,FULTON ST                   ,BROOKLYN          ,NY,11208,0
610289,1325,39TH ST                     ,BROOKLYN          ,NY,11218,10000
615808,1891,50TH ST                     ,BROOKLYN          ,NY,11204,2000
610552,7803,15TH AVE                    ,BROOKLYN          ,NY,11228,1200
615365,192,NASSAU AVE                   ,BROOKLYN          ,NY,11222,1200
616458,486,HENRY ST                     ,BROOKLYN          ,NY,11231,5000
616419,713,4TH AVE                      ,BROOKLYN          ,NY,11232,1000
611564,815,4TH AVE                      ,BROOKLYN          ,NY,11232,1500
617766,6317,20TH AVE                    ,BROOKLYN          ,NY,11204,1500
617587,185,NASSAU AVE                   ,BROOKLYN          ,NY,11222,2500
611425,2115,PITKIN AVE                  ,BROOKLYN          ,NY,11207,7000
614265,1710,AVENUE Y                    ,BROOKLYN          ,NY,11235,54000
610920,65,5TH AVE                       ,BROOKLYN          ,NY,11217,750
618694,7214,5TH AVE                     ,BROOKLYN          ,NY,11209,1200
710344,6001,FT HAMILTON PKWY            ,BROOKLYN          ,NY,11219,1000
615968,231,UTICA AVE                    ,BROOKLYN          ,NY,11213,1500
615287,95,BROADWAY                      ,BROOKLYN          ,NY,11249,1200
710216,165,3RD AVE                      ,BROOKLYN          ,NY,11217,200
617538,764,SNEDIKER AVE                 ,BROOKLYN          ,NY,11207,1500
614397,6223,FT HAMILTON PKWY            ,BROOKLYN          ,NY,11219,1000
702732,210,CLARKSON AVE                 ,BROOKLYN          ,NY,11226,10000
619872,6730,11TH AVE                    ,BROOKLYN          ,NY,11219,0
670405,276,WILSON AVE                   ,BROOKLYN          ,NY,11237,1800
614787,202,SMITH ST                     ,BROOKLYN          ,NY,11201,0
619929,3901,NOSTRAND AVE                ,BROOKLYN          ,NY,11235,1000
617274,510,HINSDALE ST                  ,BROOKLYN          ,NY,11207,600
612004,6214,AVENUE U                    ,BROOKLYN          ,NY,11234,3000
612948,78,HAVEMEYER ST                  ,BROOKLYN          ,NY,11211,1000
619737,1088,ST JOHNS PLACE              ,BROOKLYN          ,NY,11213,1500
617407,875,4TH AVE                ,BROOKLYN          ,NY,11232,2200
616483,114,LEE AVE                      ,BROOKLYN          ,NY,11211,1000
618752,1133,FLATBUSH AVE            ,BROOKLYN          ,NY,11226,1000
610818,3802,13TH AVE            ,BROOKLYN          ,NY,11218,2500
610054,2835,NOSTRAND AVE                ,BROOKLYN          ,NY,11229,2400
612453,1091,RUTLAND RD            ,BROOKLYN          ,NY,11212,1200
616859,2222,86TH ST                     ,BROOKLYN          ,NY,11214,2000
611565,2288-92,MCDONALD AVE             ,BROOKLYN          ,NY,11223,600
618468,743,LIBERTY AVE                  ,BROOKLYN          ,NY,11208,1500
619463,260,UTICA AVE                    ,BROOKLYN          ,NY,11213,2500
615952,1890,W 6TH ST                ,BROOKLYN          ,NY,11223,1000
613834,197,AVENUE T                     ,BROOKLYN          ,NY,11223,1400
617280,75,7TH AVE                       ,BROOKLYN          ,NY,11217,3000
618601,1871,ROCKAWAY PKWY               ,BROOKLYN          ,NY,11236,32000
619312,100,FROST ST                     ,BROOKLYN          ,NY,11211,3000
611879,2010,CROPSEY AVE                 ,BROOKLYN          ,NY,11214,1500
610380,124,BEVERLEY RD                  ,BROOKLYN          ,NY,11218,1500
612263,420,FOSTER AVE                   ,BROOKLYN          ,NY,11230,800
615231,285,SMITH ST                     ,BROOKLYN          ,NY,11231,1500
614424,1614,SHEEPSHEAD BAY RD           ,BROOKLYN          ,NY,11235,2000
611029,39,LOTT AVE                      ,BROOKLYN          ,NY,11212,1700
611385,247-249,COLUMBIA ST              ,BROOKLYN          ,NY,11231,3500
618319,5414,NEW UTRECHT AVE             ,BROOKLYN          ,NY,11219,11000
610316,4504,FT HAMILTON PKWY            ,BROOKLYN          ,NY,11219,2000
610276,1270,NOSTRAND AVE                ,BROOKLYN          ,NY,11226,1100
617700,169,ATLANTIC AVE                 ,BROOKLYN          ,NY,11201,7500
616317,978,MCDONALD AVE                 ,BROOKLYN          ,NY,11230,1000
670390,1594,PITKIN AVE                  ,BROOKLYN          ,NY,11212,1200
617642,664,BEDFORD AVE                  ,BROOKLYN          ,NY,11211,1200
615567,114,WYCKOFF AVE                  ,BROOKLYN          ,NY,11237,7000
709701,3900,5TH AVE                     ,BROOKLYN          ,NY,11232,1500
615457,1322,NEWKIRK AVE                 ,BROOKLYN          ,NY,11230,1500
612222,777,NOSTRAND AVE                 ,BROOKLYN          ,NY,11216,1000
610938,357,STUYVESANT AVE               ,BROOKLYN          ,NY,11233,1400
614482,1167,LENOX RD                    ,BROOKLYN          ,NY,11212,2000
610816,7211,5TH AVE                     ,BROOKLYN          ,NY,11209,1500
702818,1110,PENNSYLVANIA AVENUE         ,BROOKLYN          ,NY,11207,1200
615709,1256,FLATBUSH AVE                ,BROOKLYN          ,NY,11226,2000
610292,5001,16TH AVE                    ,BROOKLYN          ,NY,11204,4000
612300,411,MYRTLE AVE               ,BROOKLYN          ,NY,11205,1100
614908,2423,AVENUE U                    ,BROOKLYN          ,NY,11229,2000
613853,10,MALCOLM X BLVD                ,BROOKLYN          ,NY,11221,500
619346,2168,BATH AVE                    ,BROOKLYN          ,NY,11214,1500
614900,313,58TH ST                      ,BROOKLYN          ,NY,11220,1000
618761,2924,AVENUE R                    ,BROOKLYN          ,NY,11229,2000
616885,631,FRANKLIN AVE                 ,BROOKLYN          ,NY,11238,1200
616200,2772,FULTON ST                   ,BROOKLYN          ,NY,11207,2000
619984,786,FLATBUSH AVE                 ,BROOKLYN          ,NY,11226,7000
610144,180,PARKSIDE AVE                 ,BROOKLYN          ,NY,11226,0
614135,66,WATER ST              ,BROOKLYN          ,NY,11201,5000
617707,3051,FULTON ST                   ,BROOKLYN          ,NY,11208,2000
710052,285,LEE AVE                  ,BROOKLYN          ,NY,11206,1000
618981,80,E 93RD ST                     ,BROOKLYN          ,NY,11212,5000
611707,570,VAN SINCLEN AVE              ,BROOKLYN          ,NY,11207,1000
613033,1380,EASTERN PKWY                ,BROOKLYN          ,NY,11233,1000
616030,1955,BATH AVE                    ,BROOKLYN          ,NY,11214,1000
614136,700,EVERGREEN AVE                ,BROOKLYN          ,NY,11207,1800
612847,228,KINGS HWY                    ,BROOKLYN          ,NY,11223,1600
610640,224,MCGUINNESS BLVD          ,BROOKLYN          ,NY,11222,30000
610996,170,ATLANTIC AVE                 ,BROOKLYN          ,NY,11201,3000
616666,339,GATEWAY DR             ,BROOKLYN          ,NY,11239,127000
670006,455,ATLANTIC AVE                 ,BROOKLYN          ,NY,11217,1000
611006,5415,NEW UTRECHT AVE             ,BROOKLYN          ,NY,11219,1000
613954,671,UNION ST                     ,BROOKLYN          ,NY,11215,2000
614133,137,LEE AVE                      ,BROOKLYN          ,NY,11211,800
612741,12,BELVIDERE ST                  ,BROOKLYN          ,NY,11206,700
709376,241B,S 3RD ST                    ,BROOKLYN          ,NY,11211,600
616356,460,DRIGGS AVE                   ,BROOKLYN          ,NY,11211,7000
611356,280,KINGS HWY                    ,BROOKLYN          ,NY,11223,1500
612540,62,MANHATTAN AVE                 ,BROOKLYN          ,NY,11206,1800
617492,373,20TH ST                  ,BROOKLYN          ,NY,11215,800
612927,2409,65TH ST                     ,BROOKLYN          ,NY,11204,1500
616053,97,FRANKLIN ST                   ,BROOKLYN          ,NY,11222,1000
619864,5802,8TH AVE                     ,BROOKLYN          ,NY,11220,1400
670444,1146,BUSHWICK AVE                ,BROOKLYN          ,NY,11221,800
709497,847,KNICKERBOCKER AVE            ,BROOKLYN          ,NY,11207,0
615001,745,BEDFORD AVE                  ,BROOKLYN          ,NY,11205,3000
619692,6324,14TH AVE                    ,BROOKLYN          ,NY,11219,1000
612511,952,MANHATTAN AVE                ,BROOKLYN          ,NY,11222,2100
611602,78,LEE AVE                       ,BROOKLYN          ,NY,11211,1200
610009,288,COURT ST                     ,BROOKLYN          ,NY,11231,10000
611960,324,UTICA AVE                    ,BROOKLYN          ,NY,11213,1200
613938,791,ROGERS AVE                   ,BROOKLYN          ,NY,11226,800
613169,802,FRANKLIN AVE                 ,BROOKLYN          ,NY,11238,2000
610473,399,KINGS HWY                    ,BROOKLYN          ,NY,11223,1200
619802,5008,5TH AVE                     ,BROOKLYN          ,NY,11220,18000
710359,885,DEKALB AVENUE                ,BROOKLYN          ,NY,11221,8000
670261,2118,BEVERLEY RD                 ,BROOKLYN          ,NY,11226,350
618431,476,MCDONALD AVE                 ,BROOKLYN          ,NY,11218,1000
610555,1082,CONEY ISLAND AVE            ,BROOKLYN          ,NY,11230,2000
610667,901,DRIGGS ST                    ,BROOKLYN          ,NY,11211,1100
612367,2053,ATLANTIC AVE                ,BROOKLYN          ,NY,11233,1500
616477,1929,AVENUE U                    ,BROOKLYN          ,NY,11229,1000
612312,709,FLATBUSH AVE                 ,BROOKLYN          ,NY,11225,2000
613354,4210,FARRAGUT RD                 ,BROOKLYN          ,NY,11203,1400
614587,1415,CORTELYOU RD                ,BROOKLYN          ,NY,11226,6000
702750,1089,RUTLAND RD                  ,BROOKLYN          ,NY,11212,800
710155,2835,CONEY ISLAND AVE            ,BROOKLYN          ,NY,11235,0
618244,598,NOSTRAND AVE           ,BROOKLYN          ,NY,11216,2000
611446,536,LIBERTY AVE                  ,BROOKLYN          ,NY,11207,500
710063,5816,7TH AVE                     ,BROOKLYN          ,NY,11220,1600
615093,1017,ROGERS AVE                  ,BROOKLYN          ,NY,11226,700
612920,2115,COYLE ST                    ,BROOKLYN          ,NY,11229,2800
619595,279,TOMPKINS AVE                 ,BROOKLYN          ,NY,11216,1800
670080,683,FLATBUSH AVE                 ,BROOKLYN          ,NY,11225,0
610060,1444,NOSTRAND AVE                ,BROOKLYN          ,NY,11226,1800
610259,516,NEW LOTS AVE                 ,BROOKLYN          ,NY,11207,1000
619398,1274,BROADWAY                    ,BROOKLYN          ,NY,11221,1300
713281,4224,3RD AVE                     ,BROOKLYN          ,NY,11232,0
702038,212,PROSPECT PARK WEST           ,BROOKLYN          ,NY,11215,1200
616868,1053,MANHATTAN AVE               ,BROOKLYN          ,NY,11222,2000
709260,760,NEW LOTS AVE                 ,BROOKLYN          ,NY,11207,1000
714113,2618,FULTON ST STORE #3          ,BROOKLYN          ,NY,11207,0
710683,69,PUTNAM AVE                    ,BROOKLYN          ,NY,11238,1600
611660,4617,8TH AVE                     ,BROOKLYN          ,NY,11220,2000
707955,6607,BAY PARKWAY                 ,BROOKLYN          ,NY,11204,800
706967,412,E 83RD ST                    ,BROOKLYN          ,NY,11236,10000
706108,182,AVENUE U                     ,BROOKLYN          ,NY,11223,2000
714498,364,JUNIUS ST                    ,BROOKLYN          ,NY,11212,10000
707837,7216,13TH AVE                    ,BROOKLYN          ,NY,11228,2200
702665,3441,FULTON ST                   ,BROOKLYN          ,NY,11208,800
611371,636,GRAND ST                     ,BROOKLYN          ,NY,11211,1200
711587,920,MYRTLE AVE                   ,BROOKLYN          ,NY,11206,1800
670031,497,MEEKER AVE                   ,BROOKLYN          ,NY,11222,1600
706403,6413,18TH AVE                    ,BROOKLYN          ,NY,11204,2800
707544,1102,ST JOHNS PL                 ,BROOKLYN          ,NY,11213,600
671982,210,CLARKSON AVE                 ,BROOKLYN          ,NY,11226,10000
671280,1565,FULTON ST                   ,BROOKLYN          ,NY,11216,3000
617519,1049,GRAND ST            ,BROOKLYN          ,NY,11211,0
672157,2921,GLENWOOD RD                 ,BROOKLYN          ,NY,11210,1000
705919,1083,MCDONALD AVE            ,BROOKLYN          ,NY,11230,600
708041,124,UNION ST                     ,BROOKLYN          ,NY,11231,1500
708855,72,RIVERDALE AVE                 ,BROOKLYN          ,NY,11212,1000
707315,1212,AVE M                       ,BROOKLYN          ,NY,11230,2000
710883,1608,STERLING PLACE              ,BROOKLYN          ,NY,11213,1000
713902,8204,3RD AVE                     ,BROOKLYN          ,NY,11209,1500
671554,278,87TH ST                      ,BROOKLYN          ,NY,11209,500
619352,99,JAMAICA AVE                   ,BROOKLYN          ,NY,11207,1200
710301,2474,FLATBUSH AVE          ,BROOKLYN          ,NY,11234,1000
707904,1415,NOSTRAND AVE                ,BROOKLYN          ,NY,11226,800
703736,3914,14TH AVE                    ,BROOKLYN          ,NY,11218,4000
610716,158,LEWIS AVE                    ,BROOKLYN          ,NY,11221,600
711024,167,AVENUE U                     ,BROOKLYN          ,NY,11223,4000
619145,690,LINWOOD ST                   ,BROOKLYN          ,NY,11208,800
706689,513,BRIGHTON BEACH AVE           ,BROOKLYN          ,NY,11235,1500
708365,631C,RUGBY RD                    ,BROOKLYN          ,NY,11230,400
671861,1087,FLUSHING AVE UNIT 107       ,BROOKLYN          ,NY,11237,600
712885,5005,AVENUE N                    ,BROOKLYN          ,NY,11234,600
670109,338,CENTRAL AVE                  ,BROOKLYN          ,NY,11221,1500
709824,1060,BELMONT AVE                 ,BROOKLYN          ,NY,11208,1000
708059,350,NEW LOTS AVE                 ,BROOKLYN          ,NY,11207,800
705118,5002,AVE M                       ,BROOKLYN          ,NY,11234,0
671150,803,FLATBUSH AVE                 ,BROOKLYN          ,NY,11226,2500
703094,1321,FOSTER AVENUE               ,BROOKLYN          ,NY,11230,0
671131,2920,AVENUE I                    ,BROOKLYN          ,NY,11210,1300
708590,2952,AVENUE X                    ,BROOKLYN          ,NY,11235,1200
708882,630,FLUSHING AVE 5TH FLOOR       ,BROOKLYN          ,NY,11206,800
714020,600,RIDGEWOOD AVE                ,BROOKLYN          ,NY,11208,800
610396,414,MYRTLE AVE                   ,BROOKLYN          ,NY,11205,2500
714479,220,MALCOLM X BLVD               ,BROOKLYN          ,NY,11221,1200
709661,501,FRANKLIN AVE                 ,BROOKLYN          ,NY,11238,1000
710769,999,PRESIDENT ST                 ,BROOKLYN          ,NY,11225,0
672093,1217,FOSTER AVE                  ,BROOKLYN          ,NY,11230,500
706805,3382,ATLANTIC AVE                ,BROOKLYN          ,NY,11208,0
702966,1161,BROADWAY                    ,BROOKLYN          ,NY,11221,1500
612650,7220,3RD AVE 1ST FL              ,BROOKLYN          ,NY,11209,1600
712941,687,WASHINGTON AVE               ,BROOKLYN          ,NY,11238,1200
704374,444,MELROSE ST                   ,BROOKLYN          ,NY,11237,1000
703928,342,RIDGEWOOD AVE                ,BROOKLYN          ,NY,11208,900
614512,71,DIVISION AVE                  ,BROOKLYN          ,NY,11211,1000
672022,4720,NEW UTRECHT AVE             ,BROOKLYN          ,NY,11219,1800
706852,409,5TH AVE                      ,BROOKLYN          ,NY,11215,6000
712857,1673,E 16TH ST                   ,BROOKLYN          ,NY,11229,2000
714152,137,KINGSTON AVE                 ,BROOKLYN          ,NY,11213,1500
705970,373,NEPTUNE AVE                  ,BROOKLYN          ,NY,11235,2400
611896,216,DRIGGS AVE                   ,BROOKLYN          ,NY,11222,500
711410,70,COMMERCE ST.                  ,BROOKLYN          ,NY,11231,1600
610387,480,SUTTER AVE                   ,BROOKLYN          ,NY,11207,2000
612297,2709,AVENUE D                    ,BROOKLYN          ,NY,11226,1000
610201,7324,6TH AVE                     ,BROOKLYN          ,NY,11209,1500
671976,2200,MILL AVE            ,BROOKLYN          ,NY,11234,2800
672256,156,MARCUS GRAVEY BLVD           ,BROOKLYN          ,NY,11206,0
671301,2917,AVENUE N                    ,BROOKLYN          ,NY,11210,1500
706050,1367,STERLING PL                 ,BROOKLYN          ,NY,11213,1000
712889,1525,MYRTLE AVE                  ,BROOKLYN          ,NY,11237,3000
670715,390,CRESCENT ST                  ,BROOKLYN          ,NY,11208,800
704369,263,AVENUE X                 ,BROOKLYN          ,NY,11223,3000
671316,1705,RALPH AVE                   ,BROOKLYN          ,NY,11236,1200
671318,8,WALWORTH ST                    ,BROOKLYN          ,NY,11205,1200
707597,3355,NEPTUNE AVE                 ,BROOKLYN          ,NY,11224,1200
711242,1154,CONEY ISLAND AVE            ,BROOKLYN          ,NY,11230,0
671099,1590,FULTON ST                   ,BROOKLYN          ,NY,11213,1500
712682,1029,BRIGHTON BEACH AVE      ,BROOKLYN          ,NY,11235,10000
705480,853-5-7,CLARKSON AVE             ,BROOKLYN          ,NY,11203,3000
710642,552,CENTRAL AVE                  ,BROOKLYN          ,NY,11207,0
672027,218,CONOVER ST                   ,BROOKLYN          ,NY,11231,7000
713747,545,MARCY AVE                    ,BROOKLYN          ,NY,11206,900
710902,913,RODER AVE                    ,BROOKLYN          ,NY,11230,1000
711571,2303,PITKIN AVE                  ,BROOKLYN          ,NY,11207,1200
705081,209,CHURCH AVE                   ,BROOKLYN          ,NY,11218,2000
708788,112,WATKINS ST                   ,BROOKLYN          ,NY,11212,800
705097,3165,CONEY ISLAND AVE            ,BROOKLYN          ,NY,11235,1000
709977,2118,BATH AVE                    ,BROOKLYN          ,NY,11214,1500
614610,367,S 4TH ST                     ,BROOKLYN          ,NY,11211,900
712155,512,VAN SICLEN AVE               ,BROOKLYN          ,NY,11207,500
617611,8811,FLATLANDS AVE               ,BROOKLYN          ,NY,11236,2500
709974,851,4TH AVE                ,BROOKLYN          ,NY,11232,0
712666,863,FLATBUSH AVE                 ,BROOKLYN          ,NY,11226,0
707640,3522,CLARENDON RD                ,BROOKLYN          ,NY,11203,3000
705349,507,CORTELYOU RD                 ,BROOKLYN          ,NY,11218,1800
709028,1450,NOSTRAND AVE                ,BROOKLYN          ,NY,11226,500
707817,8511,21ST AVE                    ,BROOKLYN          ,NY,11214,1000
709085,217,NEPTUNE AVE                  ,BROOKLYN          ,NY,11235,1500
704093,4421,4TH AVE                     ,BROOKLYN          ,NY,11220,1800
704961,144,WYCKOFF AVE                  ,BROOKLYN          ,NY,11237,2000
705956,4021,7TH AVE                     ,BROOKLYN          ,NY,11232,1500
712478,1800,FLATBUSH AVE                ,BROOKLYN          ,NY,11210,0
705637,1268,B MYRTLE AVE                ,BROOKLYN          ,NY,11221,300
670745,511,CONEY ISLAND AVE             ,BROOKLYN          ,NY,11218,2000
