License Number,Street Number,Street Name,City,State,Zip Code,Square Footage
707661,1929,US ROUTE 20                 ,WATERLOO          ,NY,13165,0
450117,7567,STATE RT 96                 ,INTERLAKEN        ,NY,14847,4000
450133,9448,STATE RT 96                 ,TRUMANSBURG       ,NY,14886,250
723268,9208,CNTY RTE 74             ,PULTENEY          ,NY,14874,1000
729011,61247,ROUTE 415            ,AVOCA             ,NY,14809,0
723225,6784,STATE ROUTE 226             ,SAVONA            ,NY,14879,0
718659,804,CR 103                       ,WOODHULL          ,NY,14898,0
724938,,HWY 17 & HWY 390                 ,BATH              ,NY,14810,500
720860,21,CTY RTE 115             ,LINDLEY           ,NY,14858,0
716837,1364,NYS RTE 248           ,REXVILLE          ,NY,14877,0
715740,61247,RT 415                     ,AVOCA             ,NY,14809,1000
728888,6681,COUNTY RTE 27***            ,HORNELL           ,NY,14843,0
460087,121,E FRONT ST           ,ADDISON           ,NY,14801,3780
460149,10613,ST RT 53                   ,PRATTSBURG        ,NY,14873,12
460203,7183,ST RT 54 STE 101            ,BATH              ,NY,14810,9100
460056,1191,COUNTY ROAD 66              ,HORNELL           ,NY,14843,15600
465297,7534,RT 226                ,BRADFORD          ,NY,14815,5000
460038,1000,ST RT 36                    ,HORNELL           ,NY,14843,128000
460217,7767,RT 53                       ,BATH              ,NY,14810,4800
460034,7191,RT 415 PO BOX 309           ,BATH              ,NY,14810,1800
460027,1000,HWY 36 N                    ,HORNELL           ,NY,14843,82000
465148,6765,RT 415 S                    ,BATH              ,NY,14810,1500
465188,7270,SENECA ST                   ,HORNELL           ,NY,14843,1500
465217,6683,ROUTE 415 SOUTH             ,BATH              ,NY,14810,6500
460138,8280,ST RT 54                    ,HAMMONDSPORT      ,NY,14840,2400
460155,1922,CR 63                       ,GREENWOOD         ,NY,14839,3800
465320,7782,RT 417                  ,ADDISON           ,NY,14801,1600
465374,6161,RT 417                      ,ADDISON           ,NY,14801,800
465258,7219,RT 54                       ,BATH              ,NY,14810,3000
703839,1000,RT 36               ,HORNELL           ,NY,14843,100
712578,7065,COUNTY RT 119           ,CAMERON MILLS     ,NY,14820,0
460303,6184,CO RT 119               ,CAMERON           ,NY,14819,100
711646,13920,SR 54                      ,HAMMONDSPORT      ,NY,14840,2300
702572,11501,CR 119                     ,ADDISON           ,NY,14801,2000
706083,892,NYS RT 36                ,TROUPSBURG        ,NY,14885,1500
711503,8637,ST RT 36                    ,ARKPORT           ,NY,14807,0
704997,,RT 36 & HURLBUT ST           ,ARKPORT           ,NY,14807,1500
460301,1000,STATE ROUTE 36              ,HORNELL           ,NY,14843,0
703198,2339,ROUTE 63            ,WAYLAND           ,NY,14572,2000
460290,3857,RT 417                      ,JASPER            ,NY,14855,0
714348,6748,RT 415 S                    ,BATH              ,NY,14810,2000
460285,8462,RT 54               ,HAMMONDSPORT      ,NY,14840,0
709360,7186,RT 415N                     ,BATH              ,NY,14810,300
460239,7078,STATE RTE 415N              ,BATH              ,NY,14810,8700
721256,1460,VETERANS MEMORIAL HGWY      ,HAUPPAUGE         ,NY,11788,1000
722419,684,ROUTE 25A                    ,ROCKY POINT       ,NY,11778,0
720488,370,RT 25A                       ,MILLER PLACE      ,NY,11764,1000
719471,660,N WELLWOOD AVE               ,LINDENHURST       ,NY,11757,0
720482,501,RT 112                       ,PORT JEFFERSON STA,NY,11776,0
724290,750,N WELLWOOD AVE               ,LINDENHURST       ,NY,11757,0
721369,572,RT 25A                       ,MOUNT SINAI       ,NY,11766,1000
722435,,SUITE 205 TANGER MALL DR         ,RIVERHEAD         ,NY,11901,1000
728432,4670,ROUTE 25                    ,CALVERTON         ,NY,11933,1000
718548,1029,ROUTE 112                   ,PORT JEFFERSON STA,NY,11776,0
720074,504,ROUTE 111              ,HAUPPAUGE         ,NY,11788,0
718562,5768,RTE 25A SUITE D             ,WADING RIVER      ,NY,11792,0
721493,4576,SUNRISE HIGHWAY             ,OAKDALE           ,NY,11769,0
720734,2012,RT 112                      ,MEDFORD           ,NY,11763,1200
724546,5100,LONG ISLAND EXPWAY      ,DIX HILLS         ,NY,11746,0
724468,3663,RT 112 SUITE 6              ,CORAM             ,NY,11727,0
724485,4560,SUNRISE HWY             ,OAKDALE           ,NY,11769,0
717597,628,N WELLWOOD AVE         ,LINDENHURST       ,NY,11757,9000
721164,22355,CTY RD 48 UNIT 23          ,CUTCHOGUE         ,NY,11935,1200
723752,2852,ROUTE 112                   ,MEDFORD           ,NY,11763,0
720399,May-79,BROADWAY                    ,AMITYVILLE        ,NY,11701,0
727676,569,ROUTE 109                    ,WEST BABYLON      ,NY,11704,400
715403,478,WESTLAKE DR          ,MONTAUK           ,NY,11954,2000
726492,691,ROUTE 25A                    ,MILLER PLACE      ,NY,11764,4000
726752,2665,ROUTE 112                   ,MEDFORD           ,NY,11763,800
719365,1034,ROUTE 112                   ,PORT JEFFERSON STA,NY,11776,1000
721158,605,RT 109                       ,WEST BABYLON      ,NY,11704,0
719396,245,RTE 25A                      ,ROCKY POINT       ,NY,11778,0
723587,129,STUDENT ACTIVITIES CTR       ,STONY BROOK       ,NY,11794,1000
727675,1395,VETERANS MEMORIAL HWY       ,ISLANDIA          ,NY,11749,1000
727607,20,NY-27A                        ,SOUTHAMPTON       ,NY,11968,0
728713,3300,VETS HIGHWAY                ,BOHEMIA           ,NY,11716,0
719057,1350,RT 110                      ,FARMINGDALE       ,NY,11735,0
720703,816,COUNTY RD 39                 ,SOUTHAMPTON       ,NY,11968,1000
715864,,"LONG WARF PROMENADE 99, STORE 7",SAG HARBOR        ,NY,11963,500
724145,500,RT 1O9               ,LINDENHURST       ,NY,11757,1200
723970,,RT 27 STONY BROOK UNIVERSITY     ,SOUTHAMPTON       ,NY,11968,0
726215,2243,RT 112                      ,MEDFORD           ,NY,11763,1000
720520,3203,RT 112 E                    ,MEDFORD           ,NY,11763,0
720707,1956,RT 112                      ,CORAM             ,NY,11727,1200
725538,2080,RT 112                      ,MEDFORD           ,NY,11763,1800
725490,710,ROUTE 347                    ,SMITHTOWN         ,NY,11787,1100
720685,6305,RT 25A                      ,WADING RIVER      ,NY,11792,0
724837,5904,ROUTE 25A                   ,WADING RIVER      ,NY,11792,800
720766,1445,RT 112                      ,PORT JEFFERSON STA,NY,11776,1000
721878,876,ISLIP TERRACE                ,ISLIP TERRACE     ,NY,11752,0
718220,394,COUNTY RD 39                 ,SOUTHAMPTON       ,NY,11968,1000
718128,,RT 27 STONY BROOK UNIV       ,SOUTHAMPTON       ,NY,11968,0
725539,3173,RT 112                      ,MEDFORD           ,NY,11763,1100
476788,,RT25A NEAR QUAKER PATH           ,STONY BROOK       ,NY,11790,3200
476878,690,QUEEN ST RT 48       ,GREENPORT         ,NY,11944,1200
477126,729,RT 25A                       ,ROCKY POINT       ,NY,11778,4600
471947,,SMITHHAVEN MALL K16A       ,LAKE GROVE        ,NY,11755,1000
471953,369,MAIN ST                      ,HUNTINGTON        ,NY,11743,30000
479208,450,COUNTY RD 111                ,MANORVILLE        ,NY,11949,2500
470630,1110,RT 112 PORT PLAZA S/C   ,PORT JEFFERSON STA,NY,11776,4000
479188,,OAK&BAY WALK               ,KISMET            ,NY,11706,2400
479322,374,RT 25A                   ,ROCKY POINT       ,NY,11778,3000
478915,773,N WELLWOOD AVE               ,LINDENHURST       ,NY,11757,1500
478993,524,RT 25A                       ,MOUNT SINAI       ,NY,11766,1800
475754,,DUNEWAY AVE              ,SEAVIEW           ,NY,11770,3600
479719,632,RT 25A                       ,ROCKY POINT       ,NY,11778,2000
479633,,RT 25A&347                   ,MOUNT SINAI       ,NY,11766,2800
471920,1067,RT 112                ,PORT JEFFERSON STA,NY,11776,0
478044,1670,RT 25                       ,RIDGE             ,NY,11961,2500
478261,2725,RT 112                      ,MEDFORD           ,NY,11763,2800
479870,2160,RT 112                      ,CORAM             ,NY,11727,2000
478271,315-25,MAIN RD                   ,CUTCHOGUE         ,NY,11935,35000
471917,655,RT 25A                       ,KINGS PARK        ,NY,11754,3000
479580,593,RT 25A                       ,ROCKY POINT       ,NY,11778,400
478017,2011,RT 112                      ,CORAM             ,NY,11727,2400
477552,74,COUNTY RT 39                  ,SOUTHAMPTON       ,NY,11968,6000
470288,2223,RTE 112               ,CORAM             ,NY,11727,2600
471688,32400,MIDDLE RD RT 48            ,PECONIC           ,NY,11958,1000
470175,12250,RT 25                      ,MATTITUCK         ,NY,11952,4000
471704,494,RT 112                       ,PATCHOGUE         ,NY,11772,700
470513,4490,SUNRISE HWY                 ,OAKDALE           ,NY,11769,2500
470388,55575,MAIN RD RT 25& BOISSEAN AVE,SOUTHOLD          ,NY,11971,3000
470320,3723,RT 112                      ,CORAM             ,NY,11727,6000
470384,,PO BOX 446 CRESCENT AVE          ,FISHERS ISLAND    ,NY,6390,4500
470456,33-09,SUNRISE HWY                ,ISLIP TERRACE     ,NY,11752,3000
470375,,EQUESTRIAN AVE PO BOX 446        ,FISHERS ISLAND    ,NY,6390,1500
471004,1028,RT 25A                      ,MOUNT SINAI       ,NY,11766,800
470032,1106,RT 112                      ,PORT JEFFERSON STA,NY,11776,1000
471627,757,MECOX RD & MONTAUK HWY ,WATERMILL         ,NY,11976,6000
470213,1610,RT 112              ,MEDFORD           ,NY,11763,15000
471816,,                             ,BRIDGEHAMPTON     ,NY,11932,91000
471366,,EASTPORT MANOR RD          ,EASTPORT          ,NY,11941,4000
471821,57-01,SUNRISE HWY                ,HOLBROOK          ,NY,11741,73000
471791,1580,RT 112                      ,SOUTH MEDFORD     ,NY,11763,12000
470650,361,RT 25A&MILLER PLACE RD   ,MILLER PLACE      ,NY,11764,2600
471316,158,RT 25A                       ,SETAUKET          ,NY,11733,58000
471803,335,RT 25A                       ,MILLER PLACE      ,NY,11764,15000
475016,,TANGER MALL DR SUITE 1304        ,RIVERHEAD         ,NY,11901,1000
470733,311,MAIN ST CVS PLAZA        ,CENTER MORICHES   ,NY,11934,8000
472110,650,RT 25A                       ,ROCKY POINT       ,NY,11778,6000
472114,1602,RT 112                      ,MEDFORD           ,NY,11763,5000
472287,1701,SUNRISE HWY SOUTH SHORE MALL,BAY SHORE         ,NY,11706,1200
471838,245,RT 25A               ,ROCKY POINT       ,NY,11778,57000
471835,65,RT 111                        ,SMITHTOWN         ,NY,11787,15000
471774,2810,RT 112                      ,MEDFORD           ,NY,11763,2500
470898,30,RT 25A                        ,EAST SETAUKET     ,NY,11733,1500
470889,41,RT 25A                        ,MOUNT SINAI       ,NY,11766,2800
470985,9,HEWITT SQUARE SHOPPING CENTER  ,EAST NORTHPORT    ,NY,11731,10000
471792,1565,RT 112                  ,MEDFORD           ,NY,11763,12000
470751,540,RT 109 & HEATHCOTE RD    ,NORTH LINDENHURST ,NY,11757,3000
470752,,MAIN RD BOX 850                  ,JAMESPORT         ,NY,11947,2000
471758,,SOUTH ST&WADING RIVER RD     ,MANORVILLE        ,NY,11949,1000
470857,457,RT 25A                       ,ROCKY POINT       ,NY,11778,2500
471777,,RT 25 MAIN RD PO BOX 232         ,LAUREL            ,NY,11948,0
471057,1770,W MAIN ST 501 TANGER DR     ,RIVERHEAD         ,NY,11901,2500
471139,325,RT 110                       ,HUNTINGTON STATION,NY,11746,18000
473300,385,RT 25A                       ,MILLER PLACE      ,NY,11764,100
473349,95,RT 111                    ,SMITHTOWN         ,NY,11787,0
472810,346,102 POINT PLAZA              ,ROCKY POINT       ,NY,11778,2000
473251,115,GABRESKI AIRPORT             ,WESTHAMPTON BEACH ,NY,11978,2500
472348,2000,CTY RD 39                   ,SOUTHAMPTON       ,NY,11968,2000
472772,1630,NORTH HWY                   ,SOUTHAMPTON       ,NY,11968,1000
472760,,STUDENT ACTIVITY CENTER    ,STONY BROOK       ,NY,11790,1500
472990,4621,SUNRISE HWY BOHEMIA SHOP CTR,BOHEMIA           ,NY,11716,2000
473470,445,RT 25A                 ,EAST SETAUKET     ,NY,11733,1000
473471,40B,SUFFOLK AVE                  ,CENTRAL ISLIP     ,NY,11722,2000
473498,1270,N WELLWOOD AVE              ,WEST BABYLON      ,NY,11704,1000
473519,32E,SUFFOLK AVE                  ,CENTRAL ISLIP     ,NY,11722,1200
472154,557,RT 25A                       ,ROCKY POINT       ,NY,11778,200
472382,16900,RT 25                      ,MATTITUCK         ,NY,11952,1000
472383,10095,ROUTE 25 PO BOX 1589       ,MATTITUCK         ,NY,11952,15000
473052,1029C,RT 112                     ,PORT JEFFERSON STA,NY,11776,3000
472962,2799,ROUTE 112                   ,MEDFORD           ,NY,11763,2400
472295,6221,MANORVILLE RD           ,WADING RIVER      ,NY,11792,8000
473080,6242,MIDDLE COUNTRY RD     ,MANORVILLE        ,NY,11949,3000
472298,200,BRIDGEHAMPTON COMMONS POBX409,BRIDGEHAMPTON     ,NY,11932,10000
473013,365,RT 109                       ,WEST BABYLON      ,NY,11704,72000
472997,682,RT 25A                   ,SETAUKET          ,NY,11733,3000
472269,,MONTAUK HWY PO BOX 1434          ,BRIDGEHAMPTON     ,NY,11932,1000
472270,,BRIDGEHAMPTON COMMONS P O BOX    ,BRIDGEHAMPTON     ,NY,11932,9000
472974,4500,SUNRISE HIGHWAY             ,OAKDALE           ,NY,11769,2500
472972,226,ROUTE 25A                    ,EAST SETAUKET     ,NY,11733,3000
473025,159-18,RT 25A                  ,MILLER PLACE      ,NY,11764,5000
473184,,MAIN ROAD PO BOX 8               ,JAMESPORT         ,NY,11947,900
473202,328,RT 109                       ,WEST BABYLON      ,NY,11704,1000
472834,6361,RTE 25A                 ,WADING RIVER      ,NY,11792,2000
472248,6233,RT 25A                      ,WADING RIVER      ,NY,11792,40000
472564,385,RT 25A & MILLER PLACE RD     ,MILLER PLACE      ,NY,11764,67800
472896,526,JEFFERSON PLAZA              ,PORT JEFFERSON STA,NY,11776,5000
472489,460,RT 25                  ,AQUEBOGUE         ,NY,11931,1500
472041,,MAIN ST AT AMAGANSETT SQ   ,AMAGANSETT        ,NY,11930,900
473812,684,RT 25A               ,ROCKY POINT       ,NY,11778,3350
473772,,RT 25A & CORAM-MOUNT SINAI RD    ,MOUNT SINAI       ,NY,11766,500
473774,545,ROUTE 25A                    ,ST JAMES          ,NY,11780,600
473816,95,RT 111                    ,SMITHTOWN         ,NY,11787,100
472428,25180,COUNTY RD 48               ,PECONIC           ,NY,11958,1000
472074,,PO BOX 75 MAIN RD                ,JAMESPORT         ,NY,11947,0
471981,125,COUNTY RD 51           ,EAST PORT         ,NY,11941,1500
473972,102,E 3RD AVE                    ,BAYSHORE          ,NY,11706,400
472572,1944,DEER PARK AVE DEER PARK S/C#,DEER PARK         ,NY,11729,13000
473950,,TANGER OUTLET DR SUITE 1704      ,RIVERHEAD         ,NY,11901,5000
473887,514,THREE MILE HARBOR RD   ,EAST HAMPTON      ,NY,11937,2500
473880,365,RT 25A                       ,MILLER PLACE      ,NY,11764,800
472002,,MAIN RD                  ,LAUREL            ,NY,11948,1500
472506,1840,RT 112              ,CORAM             ,NY,11727,30000
472620,701,N WELLWOOD AVE           ,LINDENHURST       ,NY,11757,8500
473899,1028,RT 25A                      ,MOUNT SINAI       ,NY,11766,2000
473894,85,RTE 25A                       ,ROCKY POINT       ,NY,11778,0
472621,600,N WELLWOOD AVE               ,LINDENHURST       ,NY,11757,14000
473898,1844,RT 112 SUITE 1K             ,CORMA             ,NY,11727,2000
472133,518,JEFFERSON PLAZA              ,PORT JEFFERSON STA,NY,11776,35000
473672,728,RT 25-A                      ,EAST SETAUKET     ,NY,11733,1200
474999,31215,COUNTY RTE 48              ,PECONIC           ,NY,11958,600
473982,626,RT 25A                   ,ROCKY POINT       ,NY,11778,0
705329,64755,RT 25                  ,SOUTHOLD          ,NY,11971,3000
474547,567,W SURREY CIR                 ,SHIRLEY           ,NY,11967,2500
474983,2044,STATE ROUTE 112             ,MEDFORD           ,NY,11763,10000
474470,1025,RT 25A                      ,MILLER PLACE      ,NY,11764,800
474619,742,ROUTE 25A                ,KINGS PARK        ,NY,11754,0
714814,1879,ROUTE 112                   ,CORAM             ,NY,11727,3300
474986,2,MADISON ST                     ,MASTIC BEACH      ,NY,11951,900
474505,301,RT 24                        ,RIVERHEAD         ,NY,11901,1000
474506,39750,COUNTY RD 48               ,SOUTHOLD          ,NY,11971,11500
474527,2690,RT 112                      ,MEDFORD           ,NY,11763,2000
474638,1032,PORTION RD            ,RONKONKOMA        ,NY,11779,2000
703276,999,RTE 25A                      ,STONY BROOK       ,NY,11790,0
474637,1108,RT 112              ,PORT JEFFERSON STN,NY,11776,0
705630,749,COUNTY RD 39A                ,SOUTHAMPTON       ,NY,11968,4000
705945,302,STATE ROAD 25A           ,MILLER PLACE      ,NY,11764,0
474896,1127,RT 110                      ,FARMINGDALE       ,NY,11735,2000
474755,249-251,2ND AVE                  ,BRENTWOOD         ,NY,11717,0
711426,2309,MIDDLE COUNTRY RD63         ,CENTEREACH        ,NY,11720,600
474749,506,JEFFERSON PLAZA              ,PORT JEFFERSON STN,NY,11776,1200
474901,2850,ROUTE 112                   ,MEDFORD           ,NY,11763,0
708009,2664,RT 112                      ,MEDFORD           ,NY,11763,1000
474314,1699J,RT 112                     ,MEDFORD           ,NY,11763,2000
711381,687,ROUTE 109                    ,WEST BABYLON      ,NY,11704,1000
707695,346,RTE 25A                ,ROCKY POINT       ,NY,11778,0
711347,2598,ROUTE 112                   ,MEDFORD           ,NY,11763,1200
474692,2085,SMITH HAVEN PLAZA           ,LAKE GROVE        ,NY,11755,12000
708377,500,RT 112                       ,PORT JEFFERSON STA,NY,11776,15000
474693,195,RT 25A                       ,SETAUKET          ,NY,11733,500
474687,490,RT 110                       ,MELVILLE          ,NY,11747,2000
713464,2222,ROUTE 112                   ,MEDFORD           ,NY,11763,1200
474361,367,RT 25A                       ,ROCKY POINT       ,NY,11778,1000
711520,3417,RT 112                      ,MEDFORD           ,NY,11763,500
474384,,BAY & CENTER WALKS         ,DAVIS PARK        ,NY,11728,2000
709053,59,ROUTE 25A                     ,ROCKY POINT       ,NY,11778,0
474685,1021,PORTION RD                  ,RONKONKOMA        ,NY,11779,2000
474856,20449,E MAIN RD          ,FISHERS ISLAND    ,NY,6390,100
474711,691,NORTH WELLWOOD AVE     ,NORTH LINDENHURST ,NY,11757,1000
712596,37,FRONT ST (ROW OFF FRONT ST) ,GREENPORT         ,NY,11944,0
474938,609,RTE 25A                      ,KINGS PARKS       ,NY,11754,500
474275,408,ROUTE 112                    ,PORT JEFFERSON STA,NY,11776,1200
474873,445,RT 25A               ,EAST SETAUKET     ,NY,11733,1200
712778,,ROUTE 27 STONY BROOK UNIVERSITY,SOUTHAMPTON       ,NY,11968,0
710674,613,RTE 25A                      ,ROCKY POINT       ,NY,11778,200
474741,498,COUNTY RD 111        ,MANORVILLE        ,NY,11949,3900
474941,1100,ROUTE 110                   ,FARMINGDALE       ,NY,11735,600
474241,,RT 114 & STEPHEN HANDS PATH    ,EAST HAMPTON      ,NY,11937,2000
707126,1671,ROUTE 112                   ,CORAM             ,NY,11727,4000
474754,6278,RT 25A                      ,WADING RIVER      ,NY,11792,2000
706896,1710,ROUTE 112               ,CORAM             ,NY,11727,0
474742,13,COUNTY ROAD 39        ,SOUTHAMPTON       ,NY,11968,1200
723666,435,STATE RT 42              ,WOODBOURNE        ,NY,12788,1900
728857,2841,STATE ROUTE 42              ,FORESTBURGH       ,NY,12777,1000
718380,2166,ROUTE 17B             ,BETHEL            ,NY,12720,1800
722689,585,STATE RT 55                  ,ELDRED            ,NY,12732,8000
723378,3395,STATE ROUTE 55          ,WHITE LAKE        ,NY,12786,7000
719626,4026,STATE RT 52         ,YOUNGSVILLE       ,NY,12791,3000
715408,1041,CTY RT 31                   ,GLEN SPEY         ,NY,12737,1400
723419,552,STATE ROUTE 55               ,ELDRED            ,NY,12732,1000
718422,3527,"RT, 55                      ",KAUNEONGA LAKE    ,NY,12749,0
721622,78,HAKINET CIRCLE            ,MONTICELLO        ,NY,12701,0
716701,1754,ROUTE 97              ,POND EDDY         ,NY,12770,1000
716844,1955,RT 52 @ SHOPRITE OF LIBERTY#,LIBERTY           ,NY,12754,300
727972,2574,STATE ROUTE 52          ,LIBERTY           ,NY,12754,1500
716799,4984,ST RT 52                    ,JEFFERSONVILLE    ,NY,12748,0
726132,1755,ROUTE 209                   ,WESTBROOKVILLE    ,NY,12785,1500
727617,4375,ROUTE 42                ,MONTICELLO        ,NY,12701,5000
723342,1885,STATE RT 52             ,LIBERTY           ,NY,12754,1000
480211,1955,STATE RT 52                 ,LIBERTY           ,NY,12754,55000
480246,1322,RT 17B                ,WHITE LAKE        ,NY,12786,2800
480252,1934,ST RT52                     ,LIBERTY           ,NY,12754,10000
480290,1939,ST RT 52                    ,LIBERTY           ,NY,12754,14500
485632,1926,MAIN ST PO BOX 519          ,ROSCOE            ,NY,12776,4000
485514,,COR RT 42&BRICKMAN RD            ,FALLSBURG         ,NY,12733,2500
485636,4288,RT 17B                      ,CALLICOON         ,NY,12723,1164
485434,3,MAPLE AVE  CORNER GREEN  ,WOODRIDGE         ,NY,12789,5720
480336,643,MAIN ST RT 42&52       ,WOODBOURNE        ,NY,12788,5000
480147,2930,RT 209                ,WURTSBORO         ,NY,12790,15000
480312,1141,RT 52                 ,LOCH SHELDRAKE    ,NY,12759,1400
480328,4026,RT 52                 ,YOUNGSVILLE       ,NY,12791,1500
480273,1860,ST RT 52                    ,LIBERTY           ,NY,12754,2500
480005,,RT 52&CENTER ST PO BX728         ,JEFFERSONVILLE    ,NY,12748,2600
480235,5574,RT 42                 ,FALLSBURG         ,NY,12733,540
480020,4897,ST RT 52            ,JEFFERSONVILLE    ,NY,12748,9000
480185,933,RT 17B                 ,MONGAUP VALLEY    ,NY,12762,1920
713614,5687,STATE ROUTE 42        ,FALLSBURG         ,NY,12733,9339
709334,3385,STATE RTE 97                ,BARRYVILLE        ,NY,12719,3000
480465,2037,RTE 17B                 ,BETHEL            ,NY,12720,6000
704802,3300,ST RT 52                    ,WHITE SULPHUR SPRI,NY,12787,1500
703207,3636,STATE ROUTE 55      ,KAUNEONGA LAKE    ,NY,12749,386
480453,1911,OLD RT 17           ,ROSCOE            ,NY,12776,15000
480368,4607,ST RT 42              ,KIAMESHA LAKE     ,NY,12751,1000
480377,1302,RT 52                       ,LOCH SHELDRAKE    ,NY,12759,1600
704410,6093,STATE ROUTE 42          ,WOODBOURNE        ,NY,12788,2500
480403,3395,RT 55                 ,WHITE LAKE        ,NY,12786,50
702243,2020,ROUTE 17B             ,BETHEL            ,NY,12720,1000
714222,3282,ROUTE 209               ,WURTSBORO         ,NY,12790,91585
706904,433,ROUTE 52 #3              ,WOODBOURNE        ,NY,12788,2600
707838,1334,ST RT 17B           ,WHITE LAKE        ,NY,12786,10000
480430,3711,ST RT 42 S            ,MONTICELLO        ,NY,12701,5000
480407,3711,ST RT 42 S            ,MONTICELLO        ,NY,12701,100
707928,1577,NYS ROUTE 17B         ,WHITE LAKE        ,NY,12786,2500
480462,1243,OLD ROUTE 17                ,FERNDALE          ,NY,12734,55000
480473,,CTY RT 53 @ EAST POND RD   ,WOODRIDGE         ,NY,12789,50
480396,1885,RT 52                       ,LIBERTY           ,NY,12754,7000
712927,184,HASBROUK               ,WOODBOURNE        ,NY,12788,800
702404,3681,ST RT 55              ,KAUNEONGA LAKE    ,NY,12749,500
717401,10898,ST RTE 38                  ,NEWARK VALLEY     ,NY,13811,2000
490056,1147,NYS RT 17C                  ,OWEGO             ,NY,13827,3000
490057,6564,NYS RT 434                  ,APALACHIN         ,NY,13732,9000
490006,6425,RT 17C                      ,ENDICOTT          ,NY,13760,1500
495118,8894,RT 434                      ,APALACHIN         ,NY,13732,950
490084,,RT 96 & MILL ST                  ,CANDOR            ,NY,13743,0
495087,6518,RT 434                      ,APALACHIN         ,NY,13732,8640
490032,1581,NYS RT 96                   ,OWEGO             ,NY,13827,0
490018,12773,RT 38 PO BOX 162           ,BERKSHIRE         ,NY,13736,4000
495143,1423,NYS RT 96                   ,OWEGO             ,NY,13827,4500
495127,,MAIN ST PO BOX 10                ,RICHFORD          ,NY,13835,2000
490103,1145,RT 17C                      ,OWEGO             ,NY,13827,0
713462,426,ROSENBURG RD                 ,OWEGO             ,NY,13827,1000
725529,119,ANABEL TAYLOR HALL           ,ITHACA            ,NY,14853,0
500014,709,RT 366 DRYDEN RD             ,ITHACA            ,NY,14850,2700
505249,,STOCKING HALL-CORNELL CAMPUS     ,ITHACA            ,NY,14850,500
505322,2085,RT 96 BOX 706               ,TRUMANSBURG       ,NY,14886,25000
505347,,RT 13&366 1321 DRYDEN RD   ,ITHACA            ,NY,14850,1800
505024,310,JESSUP RD                    ,ITHACA            ,NY,14850,1800
500362,,RT 13 S                    ,ITHACA            ,NY,14850,4800
500181,9814,RT 96                       ,TRUMANSBURG       ,NY,14886,3000
500319,2311,TRIPHAMMER RD         ,ITHACA            ,NY,14850,0
713399,2027,SLATERVILLE SPRINGS RD SUITE,ITHACA            ,NY,14850,1000
500283,2255,TRIPHAMMER RD               ,ITHACA            ,NY,14850,0
500322,154,COMMONS                ,ITHACA            ,NY,14850,2000
724204,1280,RT 32                       ,WALLKILL          ,NY,12589,9000
727716,6924,ROUTE 209               ,WAWARSING         ,NY,12489,2000
718029,6280,RT 209                      ,KERHONKSON        ,NY,12446,9300
721757,2215,RT 52                       ,PINE BUSH         ,NY,12566,2500
721322,1530,RT 32                   ,WALLKILL          ,NY,12589,1200
720699,3572,RT 9W N                     ,HIGHLAND          ,NY,12528,3600
717032,5790,ROUTE 209                   ,KERHONKSON        ,NY,12446,0
723300,1146,ROUTE 32                    ,ROSENDALE         ,NY,12472,1800
722539,3601,ROUTE 52                ,WALKER VALLEY     ,NY,12588,4000
722525,3110,ROUTE 28                    ,SHOKAN            ,NY,12481,4000
717430,906,RT 28                        ,KINGSTON          ,NY,12401,1500
723298,1083,ROUTE 32                ,ROSENDALE         ,NY,12472,1700
721713,3490,ROUTE 209               ,STONE RIDGE       ,NY,12484,1800
720750,491,NYS RT 299                   ,HIGHLAND          ,NY,12528,3700
724828,5224,ROUTE 28                    ,MOUNT TREMPER     ,NY,12457,1000
729406,295,STATE RT 375                 ,WEST HURLEY       ,NY,12491,0
729164,4075,RT 28A              ,WEST SHOKAN       ,NY,12494,700
715654,932,RT 28                        ,KINGSTON          ,NY,12401,2000
727003,,MILEPOST 65NB                    ,WALLKILL          ,NY,12589,700
729563,5575,STATE ROUTE 28              ,PHOENICIA         ,NY,12464,0
720923,4126,RTE 9W                ,SAUGERTIES        ,NY,12477,1000
728239,555,RT 28                        ,KINGSTON          ,NY,12401,1280
720654,416,RT 28                        ,KINGSTON          ,NY,12401,1800
720653,399,RT 212                       ,SAUGERTIES        ,NY,12477,2500
721492,3182,NY 28                       ,SHOKAN            ,NY,12481,800
510538,271,RT 208                       ,NEW PALTZ         ,NY,12561,20000
510300,699,RT 208                       ,GARDINER          ,NY,12525,20000
510490,2082,CTY RD 3                    ,OLIVE BRIDGE      ,NY,12461,2000
515283,,MILL HILL RD&ELWYN LN    ,WOODSTOCK         ,NY,12498,1250
515214,162,BROADWAY PO BOX 517 RT 9W #,PORT EWEN         ,NY,12466,1100
512663,7700,RT 209&MAIN ST      ,NAPANOCH          ,NY,12458,10000
510097,551,RT 208                 ,GARDINER          ,NY,12525,2500
515065,15,RT 299 W                      ,NEW PALTZ         ,NY,12561,4500
510323,3650,RT 9W               ,HIGHLAND          ,NY,12528,43500
510594,3502,RT 9W                       ,HIGHLAND          ,NY,12528,1100
510598,3981,RTE 32                      ,SAUGERTIES        ,NY,12477,1500
510203,5100,RT 209                  ,ACCORD            ,NY,12404,3800
510031,5754-A,RT 209                ,KERHONKSON        ,NY,12446,1600
510629,1149,RT 32                       ,ROSENDALE         ,NY,12472,2300
